user_id,item_id,interaction_date,rating,interaction_type,reading_progress
4,3718,2024-08-22,3.4,save,36
4,3792,2024-12-09,3.3,view,85
4,3804,2024-09-08,2.0,view,42
4,3870,2024-08-19,4.1,rate,58
4,4125,2024-08-26,2.4,view,16
4,4159,2024-09-21,4.9,purchase,14
4,4432,2024-07-30,3.4,purchase,77
4,4654,2024-10-28,3.6,save,26
4,4952,2024-05-11,4.1,purchase,42
5,150,2024-06-15,3.7,purchase,57
5,312,2024-11-08,2.1,purchase,13
5,356,2024-11-17,2.1,view,29
5,546,2023-09-11,4.5,save,33
5,565,2024-04-28,4.8,save,28
5,734,2023-07-21,3.8,view,70
5,859,2023-03-15,4.3,save,100
5,1240,2023-08-28,1.2,rate,5
5,1341,2024-11-03,2.1,save,41
5,1447,2023-04-08,1.8,rate,35
5,1578,2023-09-08,2.0,rate,84
5,1641,2023-03-04,3.1,save,97
5,2121,2024-01-30,4.4,save,66
5,2163,2024-03-08,1.6,purchase,78
5,2345,2023-09-22,4.6,rate,58
5,2798,2024-10-11,1.8,save,81
5,2922,2024-09-03,3.5,rate,48
5,3248,2023-12-30,3.4,rate,70
5,3343,2023-03-15,2.0,save,31
5,3382,2024-04-02,3.6,purchase,86
5,3497,2023-12-06,4.5,rate,0
5,3538,2023-09-26,4.4,view,59
5,4464,2024-05-11,3.9,rate,21
5,4869,2023-09-06,3.3,save,55
6,245,2024-12-07,4.0,purchase,19
6,335,2024-11-21,3.2,purchase,69
6,536,2024-10-12,4.9,view,52
6,779,2024-12-12,3.5,view,12
6,1086,2024-11-20,3.0,rate,21
6,1463,2024-10-27,1.4,view,14
6,1467,2024-11-25,2.6,rate,23
6,1546,2024-09-22,3.3,save,78
6,1671,2024-08-15,3.5,save,90
6,2166,2024-07-28,4.7,rate,37
6,2761,2024-10-02,4.8,save,62
6,2987,2024-09-17,4.8,rate,77
6,3253,2024-10-24,4.9,save,5
6,3421,2024-07-28,3.6,rate,80
6,3427,2024-10-22,1.6,rate,21
6,3607,2024-09-23,3.6,rate,0
6,3818,2024-12-07,4.7,rate,28
6,4279,2024-09-26,4.1,view,27
6,4460,2024-09-12,3.9,purchase,79
6,4586,2024-10-03,2.7,save,96
7,281,2023-03-13,4.9,purchase,85
7,714,2024-05-24,4.7,rate,0
7,934,2024-08-25,3.2,rate,48
7,1415,2024-06-26,3.1,save,35
7,1722,2024-03-10,2.6,purchase,19
7,1732,2024-06-11,3.5,view,9
7,2006,2024-03-15,1.4,purchase,17
7,2074,2024-01-24,4.8,view,82
7,2270,2023-06-21,3.2,purchase,71
7,2329,2023-12-17,2.7,purchase,66
7,2334,2023-06-18,2.3,rate,77
7,2892,2024-06-18,2.9,rate,25
7,3415,2024-08-10,2.6,rate,94
7,3430,2024-09-07,3.3,purchase,25
7,3483,2023-09-08,2.6,rate,72
7,3524,2024-09-03,3.8,rate,27
7,3708,2023-08-23,2.6,save,11
7,4377,2024-03-27,4.4,purchase,53
7,4380,2024-07-20,3.9,purchase,76
7,4461,2024-01-09,4.2,view,89
8,146,2024-08-09,3.5,purchase,60
8,200,2024-06-10,3.4,purchase,13
8,252,2024-09-22,3.9,rate,20
8,295,2024-11-12,2.7,rate,98
8,688,2024-09-06,4.3,purchase,31
8,859,2024-05-01,4.5,view,53
8,1323,2024-07-08,3.1,save,54
8,1694,2024-05-29,2.8,purchase,3
8,2092,2024-06-14,2.9,save,36
8,2245,2024-09-09,1.7,save,5
8,2351,2024-04-30,2.7,view,95
8,2460,2024-10-26,5.0,save,10
8,2970,2024-08-16,3.0,save,7
8,3494,2024-07-06,1.0,rate,6
8,3995,2024-08-25,3.7,purchase,70
8,4103,2024-05-01,3.9,save,3
8,4153,2024-10-11,4.6,rate,15
8,4479,2024-05-05,2.2,purchase,83
9,409,2023-11-30,1.6,save,83
9,965,2024-11-18,2.3,view,96
9,1023,2024-08-16,1.1,purchase,59
9,1135,2024-01-05,2.6,save,38
9,1736,2024-03-05,3.6,purchase,41
9,1971,2024-09-25,2.8,rate,23
9,1996,2024-05-27,1.7,rate,77
9,2066,2024-07-25,1.1,rate,76
9,2068,2024-01-23,2.4,save,82
9,2092,2024-12-03,3.8,rate,81
9,2100,2024-08-21,1.9,purchase,78
9,2386,2024-07-14,3.9,save,39
9,2388,2024-05-18,4.0,rate,49
9,3117,2023-09-24,2.1,save,64
9,3294,2024-03-14,1.2,save,27
9,3327,2023-11-29,1.9,view,92
9,3347,2024-07-31,4.0,rate,47
9,3419,2023-10-30,3.5,rate,73
9,3727,2024-11-01,4.9,save,35
9,4073,2024-01-25,2.3,view,86
9,4303,2024-04-04,1.8,save,95
9,4997,2024-06-17,2.5,save,64
10,224,2024-06-10,3.4,save,68
10,298,2024-05-10,1.2,rate,90
10,385,2024-09-29,4.4,save,68
10,391,2024-11-24,2.8,save,37
10,428,2024-10-31,2.1,rate,9
10,508,2024-07-18,2.2,purchase,27
10,526,2024-05-11,3.3,purchase,99
10,1585,2024-08-25,2.0,view,34
10,1840,2024-08-29,1.7,view,28
10,1899,2024-08-31,2.6,rate,16
10,2005,2024-07-09,4.2,purchase,79
10,2400,2024-10-28,1.9,view,91
10,2667,2024-06-15,1.5,purchase,51
10,2836,2024-09-24,2.2,purchase,99
10,2847,2024-05-14,4.3,save,65
10,3370,2024-09-23,1.2,save,36
10,3383,2024-04-25,4.4,rate,85
10,3914,2024-12-14,1.9,rate,66
10,4223,2024-10-28,2.7,save,24
10,4367,2024-09-27,2.2,purchase,40
10,4624,2024-05-26,4.3,rate,35
10,4627,2024-04-22,2.9,view,41
11,131,2024-07-24,4.9,rate,28
11,270,2024-11-21,4.4,view,95
11,768,2024-09-04,3.4,purchase,72
11,884,2024-08-16,4.0,save,73
11,1098,2024-08-20,2.3,purchase,82
11,1325,2024-11-20,4.4,view,57
11,1330,2024-07-05,1.5,view,73
11,1331,2024-08-04,1.2,purchase,58
11,1499,2024-10-29,2.0,save,53
11,1625,2024-08-13,2.9,save,46
11,1805,2024-05-31,3.8,rate,74
11,1895,2024-07-16,3.3,save,4
11,1901,2024-06-02,3.5,purchase,56
11,1957,2024-10-27,3.8,rate,88
11,1995,2024-06-14,1.8,purchase,4
11,2450,2024-09-14,4.2,save,28
11,2545,2024-06-03,3.6,purchase,53
11,2647,2024-08-13,4.3,purchase,93
11,2668,2024-11-08,2.1,save,36
11,2676,2024-11-27,1.2,save,83
11,2790,2024-06-01,3.5,rate,48
11,3112,2024-11-27,1.8,view,39
11,3177,2024-09-10,4.6,rate,85
11,3322,2024-06-09,4.3,save,81
11,3357,2024-12-01,4.8,view,95
11,3815,2024-06-10,4.8,save,21
11,3884,2024-07-17,1.5,purchase,12
11,3972,2024-08-17,1.2,view,35
11,4103,2024-07-17,3.7,rate,82
11,4200,2024-11-12,2.0,purchase,21
11,4891,2024-08-12,3.0,purchase,75
12,260,2024-12-02,4.1,save,44
12,436,2024-10-21,4.6,save,63
12,508,2024-09-08,4.1,save,76
12,644,2024-10-07,2.4,rate,47
12,724,2024-07-24,4.6,rate,83
12,1127,2024-11-13,1.1,rate,12
12,1262,2024-09-09,4.2,view,74
12,1328,2024-11-05,4.9,rate,98
12,1356,2024-12-08,3.0,view,57
12,1360,2024-05-11,3.4,purchase,4
12,1809,2024-09-21,2.4,purchase,99
12,1826,2024-08-31,2.6,view,42
12,1851,2024-05-11,2.7,view,49
12,2366,2024-11-14,1.2,view,52
12,2717,2024-08-15,4.7,view,14
12,3454,2024-11-27,1.2,save,32
12,4055,2024-12-04,1.5,rate,75
12,4073,2024-12-01,1.3,save,18
12,4144,2024-09-29,4.7,view,11
12,4240,2024-06-29,1.1,purchase,77
12,4244,2024-07-03,2.8,purchase,28
12,4277,2024-09-22,2.6,purchase,82
12,4370,2024-12-05,3.4,save,47
12,4426,2024-05-11,4.1,purchase,8
12,4711,2024-07-06,1.0,rate,29
12,4823,2024-09-05,1.3,purchase,11
12,4876,2024-09-16,1.8,rate,79
12,4928,2024-10-07,2.8,rate,96
13,166,2024-11-21,4.2,purchase,96
13,438,2024-08-20,3.1,purchase,0
13,519,2024-10-01,1.1,save,59
13,1143,2024-08-25,2.1,purchase,66
13,2351,2024-10-16,4.0,view,37
13,2663,2024-08-10,2.0,view,59
13,2757,2024-08-08,3.3,rate,21
13,3171,2024-10-04,1.7,view,42
13,3292,2024-10-29,4.6,purchase,71
13,3741,2024-11-14,2.7,rate,15
13,3988,2024-12-03,2.7,rate,85
13,4134,2024-09-29,1.1,save,83
13,4136,2024-08-24,3.4,save,56
13,4505,2024-09-22,1.5,view,75
13,4614,2024-12-15,4.4,save,73
13,4790,2024-09-23,3.2,view,94
13,4914,2024-09-23,2.8,purchase,18
13,4972,2024-08-16,4.1,view,89
14,24,2024-11-30,1.4,purchase,73
14,208,2024-12-11,2.3,purchase,37
14,300,2024-11-22,3.4,purchase,71
14,510,2024-11-16,4.2,view,69
14,733,2024-11-09,3.8,save,29
14,812,2024-11-29,3.3,rate,29
14,1036,2024-11-01,2.0,rate,47
14,1258,2024-11-27,5.0,purchase,2
14,1346,2024-11-19,1.6,save,88
14,2063,2024-11-09,3.5,save,82
14,2110,2024-11-06,1.7,save,41
14,2582,2024-10-20,1.7,purchase,78
14,2685,2024-10-28,3.5,rate,68
14,2881,2024-12-08,4.2,purchase,38
14,3419,2024-11-27,3.5,view,82
14,3711,2024-11-13,3.7,save,82
14,3876,2024-11-22,1.0,purchase,26
14,3995,2024-11-17,3.2,purchase,53
14,4123,2024-11-07,3.4,save,86
14,4163,2024-12-13,5.0,rate,7
14,4192,2024-11-05,3.0,rate,89
14,4338,2024-11-11,2.6,rate,77
14,4925,2024-12-01,1.5,save,100
15,62,2024-10-25,4.2,purchase,6
15,175,2024-11-29,2.8,rate,42
15,323,2024-12-12,4.4,purchase,52
15,1222,2024-10-23,1.1,view,85
15,1687,2024-12-04,2.6,save,43
15,1695,2024-11-16,4.0,purchase,19
15,1836,2024-10-13,2.4,view,59
15,1866,2024-10-29,1.9,save,63
15,1895,2024-12-09,4.5,save,12
15,1959,2024-11-13,2.5,purchase,25
15,2019,2024-11-21,2.2,view,50
15,2082,2024-10-11,3.4,purchase,76
15,2139,2024-11-06,4.6,purchase,87
15,2193,2024-10-20,3.9,view,5
15,2226,2024-10-03,2.4,save,12
15,2383,2024-10-03,1.8,save,53
15,2660,2024-11-19,3.6,rate,44
15,3026,2024-09-23,3.3,save,31
15,3152,2024-09-29,3.6,view,59
15,3467,2024-11-19,3.2,view,77
15,3642,2024-09-22,1.9,rate,43
15,3767,2024-10-27,1.5,purchase,18
15,4289,2024-10-08,2.1,rate,48
15,4348,2024-11-25,1.8,view,80
15,4444,2024-10-06,2.0,view,47
15,4551,2024-10-15,1.9,view,68
15,4674,2024-10-03,4.0,view,69
16,30,2023-10-04,3.3,view,27
16,288,2023-07-25,1.5,purchase,8
16,903,2024-10-14,1.4,purchase,32
16,965,2024-03-18,1.5,purchase,6
16,1021,2024-11-24,2.8,view,70
16,1033,2024-11-21,1.9,save,12
16,1544,2024-01-21,2.0,save,13
16,1650,2023-11-25,4.7,save,64
16,1800,2024-03-03,3.4,purchase,13
16,1967,2024-11-04,1.8,save,32
16,2090,2024-02-13,3.5,save,48
16,2996,2023-10-06,4.2,purchase,8
16,3132,2023-12-30,4.6,view,47
16,3222,2023-10-23,4.7,save,82
16,3239,2024-08-26,2.4,rate,57
16,3245,2023-12-15,2.7,save,89
16,3772,2023-12-03,1.5,rate,100
16,3802,2024-05-22,3.5,view,72
16,4176,2024-08-25,1.3,save,57
16,4213,2023-08-27,1.4,rate,52
16,4221,2023-11-19,2.7,view,32
16,4583,2024-07-19,3.0,view,85
16,4738,2023-07-04,2.9,view,10
16,4870,2024-02-29,3.6,purchase,52
17,314,2024-12-08,2.1,purchase,77
17,807,2024-07-08,1.7,rate,32
17,1070,2024-09-16,4.9,purchase,2
17,1104,2024-11-21,4.0,view,58
17,1535,2024-10-25,3.9,view,0
17,1538,2024-09-17,2.0,purchase,47
17,1821,2024-11-22,3.1,save,53
17,1986,2024-08-18,2.7,save,52
17,3083,2024-02-04,1.4,view,63
17,3421,2024-04-17,1.6,purchase,84
17,3485,2024-02-18,1.8,purchase,61
17,3633,2024-05-03,2.4,save,2
17,4117,2024-06-16,2.3,rate,56
17,4362,2023-11-17,3.4,save,56
17,4429,2024-11-13,4.5,rate,82
17,4782,2024-12-07,4.7,purchase,76
18,30,2023-04-20,3.8,purchase,85
18,192,2023-05-08,3.6,view,51
18,208,2024-02-04,1.9,purchase,36
18,360,2024-05-23,2.3,save,1
18,493,2024-09-23,3.1,purchase,4
18,897,2024-08-02,3.0,view,37
18,989,2023-03-12,2.9,rate,23
18,1103,2024-09-14,4.2,purchase,100
18,1400,2023-04-01,3.3,view,60
18,1671,2024-03-23,1.0,rate,27
18,1784,2024-02-14,4.6,purchase,90
18,1932,2023-09-12,3.0,purchase,82
18,1971,2023-07-13,3.7,save,91
18,2005,2023-01-21,4.9,view,22
18,2044,2023-03-11,2.7,rate,81
18,2226,2024-05-10,4.7,rate,96
18,2438,2023-11-19,4.8,rate,35
18,2459,2024-05-20,5.0,view,71
18,2496,2024-10-20,1.5,rate,76
18,2749,2023-05-12,2.2,view,58
18,2755,2024-10-14,4.9,view,18
18,2764,2024-08-10,4.3,rate,68
18,3031,2024-11-26,2.0,rate,57
18,3139,2024-05-23,4.6,view,5
18,3184,2023-08-19,1.6,view,28
18,3263,2023-12-31,2.8,view,6
18,3371,2023-05-19,1.3,save,14
18,3373,2024-09-29,1.6,view,41
18,3579,2024-04-06,3.2,save,4
18,3588,2023-09-13,3.8,view,100
18,3769,2024-05-31,4.1,purchase,79
18,4042,2024-06-22,4.9,view,81
18,4094,2024-05-18,4.8,view,22
18,4536,2023-03-04,1.1,rate,42
18,4638,2024-01-11,2.1,rate,54
18,4828,2024-01-03,1.2,view,46
18,4881,2023-04-27,2.1,view,73
18,4986,2024-11-21,2.1,purchase,35
19,132,2024-04-18,1.4,rate,75
19,895,2024-04-24,4.0,rate,78
19,1436,2024-02-10,4.0,rate,65
19,1999,2024-09-11,2.5,purchase,53
19,2011,2024-03-31,3.8,save,36
19,2407,2024-10-27,1.3,rate,59
19,2450,2024-06-05,2.8,save,46
19,3442,2024-12-03,2.4,save,74
19,3451,2024-10-16,4.1,rate,100
19,3626,2024-10-16,1.3,purchase,65
19,3664,2024-04-25,2.5,save,6
19,4040,2024-01-13,4.6,purchase,78
19,4336,2024-09-24,4.0,rate,46
19,4476,2023-11-10,1.4,save,39
19,4491,2024-06-05,1.4,save,39
19,4522,2024-06-18,3.7,purchase,65
19,4678,2023-12-18,2.6,save,85
19,4927,2023-11-24,1.5,view,57
20,486,2024-10-11,4.6,rate,71
20,558,2024-10-10,2.6,purchase,74
20,691,2024-10-27,1.1,view,17
20,903,2024-04-15,2.8,view,97
20,1985,2024-01-25,3.0,purchase,38
20,2068,2024-01-30,4.4,save,12
20,2131,2024-05-17,4.2,view,68
20,2169,2024-04-03,1.7,rate,91
20,2328,2024-02-11,3.1,save,61
20,2389,2024-03-06,3.0,view,78
20,2562,2024-04-03,2.9,save,83
20,2680,2024-04-19,3.6,rate,54
20,2731,2024-01-29,2.1,view,98
20,2828,2024-06-30,4.1,view,92
20,2882,2024-08-04,1.7,rate,31
20,3021,2024-11-22,4.6,save,54
20,3028,2024-01-07,4.7,rate,41
20,3115,2024-10-08,4.3,save,12
20,3171,2024-10-19,2.8,save,35
20,3306,2024-03-15,4.1,view,2
20,3369,2024-05-25,2.5,purchase,21
20,4257,2024-07-08,3.8,purchase,14
20,4263,2024-05-31,1.9,purchase,22
20,4380,2024-06-30,2.0,save,100
20,4660,2024-03-26,4.2,view,30
20,4878,2024-04-24,1.3,purchase,25
21,31,2024-11-10,2.9,rate,14
21,779,2024-11-10,1.5,purchase,20
21,984,2024-10-28,4.3,rate,49
21,1353,2024-09-27,3.5,rate,6
21,2554,2024-11-12,3.2,save,68
21,2969,2024-11-11,2.8,purchase,34
21,3073,2024-12-04,4.9,rate,3
21,3107,2024-12-09,3.1,rate,53
21,3263,2024-12-07,1.7,rate,53
21,3321,2024-12-05,1.5,view,26
21,3355,2024-10-03,1.4,view,86
21,3697,2024-10-15,3.1,view,99
21,4086,2024-12-15,4.5,view,75
21,4101,2024-11-08,1.7,purchase,61
21,4503,2024-10-01,4.2,save,23
21,4695,2024-10-22,4.2,save,96
22,301,2023-09-28,4.4,save,10
22,588,2024-04-12,3.7,save,88
22,1250,2024-05-28,3.2,save,47
22,1571,2024-10-10,2.9,rate,16
22,1670,2024-03-16,2.6,view,3
22,2053,2024-09-26,4.3,view,40
22,2396,2023-10-05,1.4,rate,84
22,2644,2023-11-12,3.6,purchase,26
22,3117,2024-05-04,3.4,view,79
22,3454,2024-03-01,2.2,save,84
22,3913,2024-03-11,4.7,purchase,15
22,3984,2023-12-12,4.5,purchase,83
22,4001,2024-02-28,1.6,purchase,55
22,4355,2024-01-21,4.4,save,27
22,4972,2024-01-22,1.2,view,12
23,63,2024-11-01,1.1,rate,52
23,148,2024-09-24,1.0,save,40
23,371,2024-12-14,2.0,save,33
23,453,2024-10-03,2.8,view,45
23,731,2024-09-16,2.2,purchase,10
23,881,2024-10-22,2.8,save,84
23,906,2024-12-01,1.5,view,79
23,1052,2024-10-05,3.6,rate,23
23,1134,2024-12-12,4.4,rate,42
23,1258,2024-12-08,1.8,view,61
23,1330,2024-09-23,4.6,rate,45
23,1721,2024-09-24,4.2,rate,87
23,2056,2024-11-28,1.4,purchase,74
23,2224,2024-12-09,4.5,purchase,50
23,2274,2024-11-27,2.5,purchase,33
23,2368,2024-09-24,2.1,view,38
23,2524,2024-11-04,2.7,rate,18
23,2658,2024-09-29,3.6,purchase,39
23,3027,2024-11-25,3.6,rate,26
23,3079,2024-12-05,2.0,save,22
23,3368,2024-11-29,4.4,view,35
23,3400,2024-11-29,4.8,save,91
23,3423,2024-11-06,2.3,rate,17
23,3601,2024-10-23,4.6,view,73
23,3602,2024-11-04,1.2,save,37
23,3655,2024-12-01,3.3,purchase,16
23,4106,2024-12-09,4.9,purchase,14
23,4200,2024-12-09,2.5,purchase,29
23,4289,2024-10-07,2.2,save,69
23,4759,2024-10-27,4.9,purchase,66
24,20,2024-09-04,2.7,purchase,21
24,22,2024-07-16,3.1,purchase,90
24,107,2024-07-31,1.5,purchase,64
24,309,2024-06-11,4.6,purchase,96
24,395,2024-08-26,1.2,rate,16
24,567,2024-04-07,3.0,view,58
24,666,2024-10-27,1.5,purchase,68
24,733,2024-11-08,3.2,purchase,60
24,738,2024-08-12,3.7,rate,41
24,955,2024-09-20,2.1,purchase,21
24,1456,2024-11-02,3.0,purchase,4
24,1686,2024-10-08,2.6,rate,55
24,1770,2024-07-21,1.4,save,23
24,1800,2024-04-04,4.1,view,44
24,1944,2024-08-23,2.6,purchase,71
24,2037,2024-06-12,2.7,view,40
24,2051,2024-08-29,3.8,save,14
24,2111,2024-08-16,2.6,view,42
24,2306,2024-06-07,3.3,save,18
24,2466,2024-08-03,3.4,rate,63
24,2590,2024-08-30,1.5,rate,64
24,2688,2024-09-28,1.2,save,86
24,3020,2024-07-02,3.4,save,86
24,3447,2024-07-05,1.5,purchase,90
24,3859,2024-08-14,3.6,rate,60
24,3988,2024-08-02,4.4,purchase,71
24,4309,2024-08-14,1.2,rate,72
24,4412,2024-07-16,3.4,rate,92
24,4454,2024-05-12,1.6,rate,97
24,4909,2024-03-23,2.7,rate,75
24,4950,2024-04-28,2.5,view,81
25,21,2024-10-14,1.8,rate,47
25,105,2024-01-22,3.5,view,57
25,132,2024-10-18,1.7,rate,51
25,333,2024-01-16,2.1,rate,13
25,555,2024-05-28,3.6,view,81
25,645,2024-09-11,1.9,save,89
25,706,2024-10-26,2.3,save,24
25,1171,2024-08-01,4.6,purchase,75
25,1386,2024-11-03,4.3,purchase,58
25,1400,2024-01-29,3.0,rate,93
25,2097,2024-07-29,1.9,purchase,17
25,2121,2024-03-27,1.9,rate,100
25,2352,2024-10-02,2.8,rate,100
25,2546,2024-07-30,1.2,rate,40
25,2788,2024-03-02,2.5,save,58
25,2823,2024-07-18,2.3,purchase,50
25,2860,2024-11-10,1.5,view,80
25,3054,2024-03-29,1.1,save,19
25,3343,2024-11-14,4.7,save,43
25,3543,2024-07-04,1.0,purchase,3
25,3596,2024-11-22,4.4,view,16
25,4193,2024-06-09,2.9,view,17
25,4294,2024-04-25,3.1,view,91
25,4699,2024-11-13,3.4,rate,89
25,4986,2024-11-19,4.7,rate,90
26,215,2023-10-14,2.5,save,84
26,435,2023-04-03,2.9,rate,7
26,715,2024-09-05,3.4,purchase,65
26,840,2023-09-29,2.5,purchase,32
26,947,2024-05-19,2.6,purchase,98
26,999,2023-03-28,1.6,purchase,53
26,1240,2023-05-28,1.3,view,58
26,1298,2023-05-06,4.5,purchase,2
26,1642,2024-01-11,3.5,view,13
26,1712,2024-04-02,2.7,view,97
26,1977,2024-09-27,2.3,rate,98
26,2025,2023-07-29,2.3,save,3
26,2761,2023-09-01,3.7,purchase,38
26,3002,2024-08-22,3.3,save,64
26,3035,2023-08-25,4.7,save,77
26,3109,2023-09-25,4.8,save,74
26,3160,2024-12-04,2.8,purchase,87
26,3181,2024-02-19,1.3,rate,18
26,3309,2023-05-14,1.3,purchase,67
26,3334,2023-04-25,3.6,rate,67
26,3456,2023-04-17,1.3,purchase,48
26,3518,2024-10-04,4.5,purchase,25
26,4109,2024-11-14,3.9,save,49
26,4112,2024-05-03,1.3,rate,67
26,4424,2024-06-05,4.6,view,14
26,4437,2024-07-08,4.9,rate,30
27,521,2024-11-25,1.3,rate,43
27,730,2024-12-08,1.3,save,90
27,759,2024-11-07,2.5,save,41
27,1063,2024-12-06,2.3,purchase,59
27,1589,2024-11-16,1.1,save,2
27,1642,2024-12-07,3.9,view,85
27,1689,2024-12-05,1.8,save,82
27,1840,2024-11-23,4.0,save,20
27,1907,2024-11-18,4.2,rate,84
27,2056,2024-11-07,4.6,view,31
27,2181,2024-11-23,3.3,rate,96
27,2345,2024-12-13,3.0,view,13
27,2371,2024-11-30,4.3,rate,44
27,2492,2024-11-25,2.7,rate,28
27,2579,2024-12-06,4.0,view,13
27,3115,2024-11-26,3.7,rate,68
27,3160,2024-11-15,3.7,purchase,26
27,3607,2024-11-11,3.5,save,93
