user_id,item_id,interaction_date,rating,interaction_type,play_count
5,156,2024-06-27,3.6,purchase,4
5,240,2024-05-08,3.6,purchase,18
5,406,2024-05-29,4.6,rate,7
5,534,2023-09-06,4.3,purchase,27
5,810,2023-02-28,1.4,purchase,31
5,888,2024-04-08,1.1,view,25
5,1471,2024-06-06,1.6,view,24
5,1806,2023-06-01,2.6,purchase,42
5,1834,2024-01-31,4.7,rate,22
5,1964,2023-07-26,3.7,purchase,1
5,2420,2024-08-26,2.8,purchase,37
5,2739,2023-03-13,2.0,purchase,6
5,2754,2024-11-01,3.8,view,25
5,2850,2024-12-11,3.6,purchase,38
5,3053,2023-12-02,1.1,view,4
5,3101,2024-11-07,2.6,save,39
5,3353,2023-04-29,3.5,purchase,26
5,3878,2024-11-08,2.1,save,14
5,4018,2024-02-26,4.1,save,32
5,4275,2024-04-07,3.9,view,37
5,4736,2023-05-15,3.8,purchase,8
5,4978,2024-11-04,4.2,view,49
6,16,2024-11-11,4.5,purchase,49
6,207,2024-10-27,4.1,save,24
6,272,2024-11-08,2.1,save,39
6,341,2024-12-10,2.5,save,10
6,392,2024-09-06,4.8,save,9
6,447,2024-11-24,2.0,save,17
6,739,2024-09-09,1.3,rate,27
6,898,2024-11-17,4.7,save,13
6,944,2024-09-09,2.9,rate,50
6,967,2024-09-02,1.4,view,28
6,1102,2024-11-05,1.9,purchase,32
6,1109,2024-09-10,3.1,save,44
6,1441,2024-12-10,1.3,view,7
6,1938,2024-10-28,1.7,rate,38
6,2141,2024-10-03,1.6,rate,47
6,2588,2024-10-23,3.1,purchase,13
6,2633,2024-11-24,4.3,view,44
6,3158,2024-08-10,4.0,rate,50
6,3274,2024-08-04,1.8,rate,18
6,3587,2024-10-05,3.2,view,46
6,3606,2024-08-24,4.9,save,39
6,4016,2024-08-20,1.1,view,17
6,4039,2024-10-05,2.1,rate,14
6,4152,2024-12-11,4.4,view,21
6,4318,2024-08-05,1.7,rate,36
6,4411,2024-09-25,4.1,save,32
6,4535,2024-11-11,1.4,save,32
6,4571,2024-11-12,2.2,view,7
6,4744,2024-08-22,2.6,save,44
7,96,2023-02-28,2.5,rate,34
7,240,2024-06-30,1.2,purchase,46
7,416,2024-02-06,3.6,purchase,22
7,491,2024-09-16,3.6,purchase,18
7,550,2024-07-16,3.1,save,42
7,1068,2023-09-11,3.2,view,35
7,1075,2023-03-27,4.7,save,6
7,1234,2024-11-24,3.0,purchase,38
7,1434,2023-02-14,4.9,save,32
7,2206,2024-08-28,1.5,rate,15
7,2292,2023-11-16,4.7,rate,18
7,2338,2023-04-03,3.8,rate,43
7,2361,2024-07-05,2.5,save,4
7,2367,2023-03-31,4.0,save,18
7,2464,2023-12-25,3.4,purchase,43
7,3192,2023-03-05,3.1,purchase,29
7,3500,2024-10-22,4.4,save,17
7,3672,2024-02-21,3.0,save,50
7,3797,2024-07-21,1.5,purchase,7
7,4359,2023-10-09,3.4,purchase,41
8,64,2024-11-20,1.6,purchase,20
8,269,2024-08-02,3.0,rate,8
8,338,2024-06-18,2.3,view,38
8,414,2024-10-27,4.8,view,4
8,422,2024-07-18,3.6,save,32
8,704,2024-07-11,2.2,view,43
8,976,2024-09-08,1.2,save,19
8,1261,2024-05-11,3.3,view,38
8,1590,2024-07-19,4.9,view,32
8,1789,2024-09-19,1.6,save,39
8,1892,2024-11-01,3.8,view,46
8,1981,2024-04-12,3.5,rate,25
8,2214,2024-06-21,3.5,rate,45
8,2291,2024-09-04,4.5,save,21
8,2314,2024-11-19,3.6,purchase,39
8,2406,2024-10-27,4.5,view,37
8,2570,2024-10-06,5.0,save,1
8,2610,2024-06-30,1.6,rate,5
8,2679,2024-06-28,1.9,save,19
8,2870,2024-08-23,3.6,view,2
8,2895,2024-12-12,1.6,purchase,33
8,3045,2024-12-14,1.7,view,14
8,3211,2024-06-12,1.9,rate,34
8,3346,2024-11-26,1.1,view,3
8,3857,2024-10-05,3.1,view,4
8,4179,2024-05-19,1.6,view,24
8,4509,2024-05-02,1.3,rate,15
8,4713,2024-08-23,1.1,purchase,41
8,4728,2024-09-27,3.5,save,11
8,4739,2024-09-04,3.3,purchase,17
8,4896,2024-07-18,3.3,save,43
9,502,2024-10-16,1.7,view,43
9,640,2024-08-11,3.5,rate,40
9,697,2024-02-21,1.0,purchase,1
9,959,2024-03-26,4.1,view,27
9,1004,2023-12-18,1.6,purchase,19
9,1113,2024-11-15,2.9,rate,44
9,1182,2024-06-19,1.3,purchase,40
9,1184,2024-04-18,4.7,rate,17
9,1296,2024-01-16,5.0,save,34
9,1426,2023-09-28,3.7,rate,34
9,1676,2024-11-04,2.7,purchase,9
9,1678,2024-10-31,1.7,rate,24
9,1714,2024-08-29,1.5,rate,43
9,1855,2024-10-04,1.3,rate,46
9,2016,2024-04-27,3.7,save,8
9,2129,2024-05-05,4.1,purchase,41
9,2305,2024-11-30,4.1,save,17
9,2665,2024-05-29,2.5,view,18
9,3086,2024-12-12,1.8,view,28
9,3146,2023-10-08,4.4,rate,7
9,3793,2023-12-04,3.5,save,7
9,3819,2024-12-06,2.6,purchase,3
9,3879,2024-08-08,2.0,rate,45
9,3890,2024-06-17,1.2,view,49
9,3925,2024-06-24,3.4,purchase,4
9,4079,2024-05-21,3.1,purchase,6
9,4104,2024-08-12,3.8,rate,10
9,4245,2024-07-29,2.4,rate,34
9,4258,2024-10-25,2.4,save,33
9,4611,2024-01-25,2.6,view,8
10,124,2024-06-11,4.6,purchase,8
10,528,2024-11-23,4.1,save,27
10,535,2024-09-29,3.6,save,7
10,553,2024-08-11,2.7,purchase,29
10,788,2024-12-04,4.1,rate,43
10,1042,2024-07-14,1.1,purchase,23
10,1136,2024-06-24,4.2,save,6
10,1592,2024-08-12,3.6,view,17
10,1606,2024-10-03,3.6,purchase,3
10,1678,2024-10-26,3.9,purchase,43
10,1896,2024-11-12,3.8,view,10
10,2198,2024-09-29,4.4,rate,6
10,2343,2024-09-29,3.3,view,11
10,2375,2024-05-21,4.9,view,39
10,2418,2024-09-20,1.4,view,41
10,2993,2024-06-04,2.8,view,1
10,3105,2024-08-03,4.9,rate,21
10,3278,2024-05-03,3.3,save,48
10,3468,2024-07-21,4.5,purchase,18
10,3680,2024-05-05,3.6,save,17
10,3705,2024-09-14,2.1,purchase,46
10,4310,2024-07-09,2.8,purchase,38
10,4314,2024-06-16,1.8,purchase,33
11,178,2024-06-25,2.0,purchase,48
11,263,2024-09-13,3.0,rate,45
11,735,2024-10-05,2.2,purchase,49
11,907,2024-10-06,3.4,purchase,47
11,967,2024-08-24,4.6,rate,31
11,1053,2024-11-13,3.9,purchase,23
11,1239,2024-10-02,2.0,save,16
11,2436,2024-09-24,2.9,view,38
11,2837,2024-06-02,1.5,view,15
11,3081,2024-07-13,1.2,rate,11
11,3236,2024-06-08,1.8,rate,23
11,3303,2024-06-23,3.4,purchase,43
11,3434,2024-07-02,1.6,view,34
11,3663,2024-11-07,1.2,purchase,40
11,3694,2024-07-17,1.6,save,19
11,3721,2024-06-05,2.0,rate,49
11,3936,2024-08-11,1.4,save,10
11,3966,2024-06-04,2.2,rate,15
11,4722,2024-07-22,4.5,purchase,46
11,4765,2024-07-01,1.3,purchase,33
11,4915,2024-07-09,2.8,view,32
12,36,2024-11-29,1.7,view,6
12,266,2024-06-22,2.2,save,32
12,517,2024-05-22,2.2,rate,7
12,1142,2024-09-06,3.3,view,31
12,1296,2024-09-22,4.6,purchase,23
12,1402,2024-05-29,1.2,view,25
12,1563,2024-09-03,1.7,view,34
12,1914,2024-07-29,4.0,view,12
12,2116,2024-09-22,3.8,save,3
12,2271,2024-08-30,2.6,save,42
12,2286,2024-07-05,4.6,save,5
12,2318,2024-11-09,2.5,save,41
12,2470,2024-07-05,3.7,purchase,14
12,2789,2024-07-16,2.9,rate,36
12,3307,2024-12-11,1.6,purchase,24
12,3337,2024-06-06,4.4,purchase,37
12,3344,2024-06-09,2.5,save,32
12,3542,2024-10-30,4.5,rate,39
12,3647,2024-07-25,2.3,view,17
12,3814,2024-05-30,4.1,view,12
12,4118,2024-09-19,2.7,rate,1
12,4619,2024-05-13,4.8,save,6
12,4774,2024-10-08,1.6,rate,36
12,4810,2024-07-27,4.5,save,12
12,4919,2024-06-24,4.8,rate,12
13,3,2024-12-10,3.3,view,29
13,123,2024-11-04,4.2,save,26
13,168,2024-08-15,3.9,view,31
13,292,2024-09-06,3.6,save,22
13,406,2024-11-10,3.0,rate,18
13,595,2024-12-09,3.3,save,29
13,1001,2024-10-01,3.6,view,11
13,1032,2024-11-20,2.7,view,15
13,1149,2024-09-17,2.1,purchase,20
13,1339,2024-08-14,4.9,save,3
13,1430,2024-10-14,2.2,save,11
13,1649,2024-10-20,4.8,save,43
13,1674,2024-09-24,4.6,purchase,4
13,1839,2024-08-30,4.3,purchase,12
13,1870,2024-09-15,1.4,rate,33
13,1872,2024-09-03,2.2,purchase,8
13,2148,2024-10-23,4.2,save,4
13,2358,2024-09-16,2.0,save,23
13,2478,2024-10-20,1.2,purchase,27
13,2550,2024-08-14,4.5,view,20
13,2736,2024-09-25,1.1,save,29
13,2857,2024-09-10,3.8,view,27
13,3093,2024-11-12,2.3,save,31
13,3136,2024-09-04,4.7,rate,24
13,3437,2024-11-04,4.3,purchase,36
13,3469,2024-09-17,4.7,purchase,14
13,3791,2024-12-08,4.1,save,18
13,3842,2024-12-05,4.7,rate,27
13,3958,2024-10-22,4.3,purchase,8
13,4127,2024-09-17,2.6,purchase,27
13,4383,2024-10-06,1.4,rate,16
13,4526,2024-10-21,3.6,save,7
13,4539,2024-11-11,4.5,save,46
14,190,2024-12-14,3.6,purchase,36
14,726,2024-12-15,1.9,view,2
14,953,2024-11-26,1.0,view,21
14,1352,2024-12-06,3.4,save,3
14,1503,2024-12-03,3.7,save,29
14,1994,2024-10-18,1.9,save,42
14,2160,2024-10-29,2.8,rate,19
14,2182,2024-12-06,1.7,view,15
14,2279,2024-12-03,3.9,rate,21
14,2354,2024-10-19,3.0,purchase,8
14,2645,2024-10-24,2.3,view,1
14,2814,2024-10-14,2.5,rate,1
14,2900,2024-11-05,2.2,view,5
14,3100,2024-11-13,1.0,save,36
14,3128,2024-10-26,3.1,view,11
14,3233,2024-12-06,1.1,save,33
14,3235,2024-10-22,4.5,rate,19
14,3236,2024-11-27,4.8,save,7
14,3405,2024-11-26,1.9,view,5
14,3574,2024-10-26,1.4,purchase,8
14,3658,2024-11-25,2.6,rate,44
14,3682,2024-10-26,2.6,purchase,27
14,3901,2024-12-15,1.9,save,47
14,4039,2024-11-07,5.0,save,15
14,4092,2024-10-29,3.8,save,44
14,4615,2024-10-24,2.2,save,17
14,4766,2024-11-17,1.7,view,29
14,4939,2024-10-21,2.5,purchase,25
14,4992,2024-10-28,1.9,purchase,49
14,4998,2024-10-23,3.7,rate,26
15,12,2024-12-12,3.9,rate,6
15,534,2024-11-03,4.7,purchase,39
15,562,2024-09-28,3.6,purchase,17
15,672,2024-11-11,4.4,save,14
15,790,2024-10-04,4.9,rate,40
15,841,2024-11-12,4.8,save,39
15,953,2024-11-28,2.1,rate,50
15,1148,2024-11-02,1.7,view,7
15,1167,2024-11-30,3.4,view,48
15,1322,2024-12-04,4.9,purchase,1
15,1470,2024-10-19,1.6,purchase,14
15,1628,2024-10-14,1.1,view,36
15,1769,2024-10-21,4.3,purchase,43
15,1862,2024-12-07,4.4,purchase,45
15,1903,2024-09-26,1.1,rate,27
15,2183,2024-12-09,4.3,view,46
15,2382,2024-10-19,1.2,save,46
15,2428,2024-11-09,3.6,view,28
15,2650,2024-11-12,4.6,view,47
15,3018,2024-09-27,2.7,view,17
15,3161,2024-11-07,1.0,purchase,38
15,3228,2024-10-10,3.1,rate,11
15,3439,2024-09-24,3.1,rate,6
15,3448,2024-11-21,2.1,save,18
15,3615,2024-10-25,4.5,rate,31
15,3641,2024-10-16,2.9,view,42
15,3672,2024-10-12,4.3,rate,4
15,3943,2024-11-18,3.0,purchase,42
15,4234,2024-10-07,1.4,view,44
15,4409,2024-11-25,3.6,rate,41
15,4483,2024-12-15,4.6,purchase,29
15,4516,2024-11-22,3.0,save,4
15,4775,2024-10-04,3.3,view,29
15,4831,2024-10-02,1.9,rate,37
15,4910,2024-10-30,2.1,rate,30
15,4926,2024-10-31,3.6,purchase,17
16,307,2024-07-08,4.8,rate,44
16,459,2024-07-19,3.9,rate,4
16,539,2023-08-25,3.7,view,43
16,1201,2024-03-13,2.3,purchase,40
16,1297,2023-06-24,3.8,save,17
16,1329,2024-06-05,1.2,view,12
16,1726,2024-02-08,1.5,rate,17
16,1798,2024-08-17,3.1,rate,4
16,2045,2024-01-02,3.5,save,36
16,2142,2023-09-14,1.1,rate,25
16,2417,2024-02-18,3.1,purchase,16
16,2540,2023-08-28,3.6,save,31
16,2610,2024-04-22,2.9,rate,27
16,2890,2023-06-15,1.4,purchase,49
16,3114,2024-11-05,1.5,view,1
16,3265,2024-09-13,4.5,view,21
16,3385,2023-06-21,1.5,purchase,50
16,4280,2023-07-06,1.2,purchase,1
16,4592,2024-07-07,2.4,rate,20
16,4871,2023-09-27,4.8,view,25
16,4924,2024-03-20,2.5,save,45
17,54,2024-08-05,1.0,view,6
17,157,2024-06-10,5.0,save,6
17,238,2024-05-03,3.8,purchase,37
17,405,2024-06-11,3.4,save,11
17,468,2024-05-28,1.7,purchase,9
17,661,2024-02-02,1.6,save,33
17,684,2024-12-14,4.6,save,17
17,718,2024-09-14,2.6,purchase,9
17,1129,2024-01-24,3.8,rate,40
17,1235,2024-11-08,4.8,rate,40
17,1417,2024-05-12,2.6,save,3
17,1471,2023-10-18,3.8,save,41
17,1492,2024-08-23,1.5,save,22
17,1572,2024-10-28,4.6,view,1
17,1615,2024-09-25,4.1,purchase,20
17,1726,2023-10-09,2.9,save,50
17,1733,2024-02-04,4.8,save,5
17,2277,2024-08-06,2.4,save,38
17,2486,2024-07-20,3.7,view,36
17,2500,2023-12-04,4.6,view,11
17,3413,2024-04-03,4.9,save,17
17,3635,2024-10-20,3.7,view,16
17,3779,2024-02-10,2.2,purchase,43
17,3911,2023-11-28,4.4,rate,13
17,4030,2024-08-25,4.1,rate,33
17,4173,2024-12-05,1.2,view,44
17,4570,2024-01-24,2.2,rate,30
17,4780,2024-03-18,3.6,purchase,49
18,11,2023-06-10,3.3,save,34
18,283,2024-01-20,3.0,view,48
18,341,2024-02-03,1.1,save,35
18,484,2023-12-21,4.7,rate,20
18,589,2023-09-05,3.6,rate,44
18,750,2024-02-04,1.1,rate,13
18,1295,2024-08-31,2.2,save,13
18,1693,2023-03-06,1.3,view,27
18,2003,2024-01-17,1.9,save,16
18,2280,2023-10-13,2.0,rate,21
18,2292,2023-03-13,1.8,purchase,43
18,2406,2024-06-11,4.7,view,25
18,2532,2024-05-19,1.6,purchase,35
18,2618,2023-07-16,4.6,view,3
18,2628,2024-04-10,2.0,rate,8
18,2855,2023-10-25,3.7,rate,37
18,2946,2023-12-10,2.1,rate,23
18,3330,2024-12-01,4.6,rate,11
18,3402,2024-03-11,3.7,save,7
18,3619,2024-11-26,1.3,purchase,50
18,4038,2024-11-24,2.7,purchase,44
18,4386,2023-10-18,1.0,view,13
18,4865,2024-06-26,4.3,view,10
18,4910,2023-09-02,4.5,view,33
19,16,2024-04-06,2.0,rate,7
19,420,2023-10-23,1.3,save,20
19,880,2024-04-14,3.7,rate,11
19,1065,2024-03-18,2.1,rate,8
19,1187,2024-03-02,2.7,purchase,31
19,1220,2024-04-27,2.7,view,30
19,1455,2024-05-21,4.4,save,1
19,1503,2024-11-25,3.6,save,34
19,1615,2024-03-07,2.7,rate,40
19,1819,2024-07-27,2.8,purchase,50
19,2265,2024-05-28,3.4,purchase,48
19,2403,2024-04-05,1.6,purchase,23
19,2414,2024-03-06,3.9,view,36
19,2702,2024-09-04,1.4,view,30
19,3304,2024-10-29,4.5,rate,3
19,3487,2024-03-16,2.2,view,16
19,3567,2024-12-12,1.4,view,5
19,3679,2023-12-31,2.8,view,20
19,3945,2024-05-05,4.4,purchase,13
19,4517,2024-02-13,4.0,save,45
19,4575,2023-10-22,2.9,save,36
19,4676,2024-03-31,3.5,view,1
19,4713,2024-04-25,3.9,purchase,19
19,4938,2024-05-27,4.0,save,33
20,48,2024-06-16,1.5,rate,34
20,106,2024-01-20,2.6,view,29
20,234,2024-01-27,2.8,purchase,15
20,543,2024-01-12,2.0,save,7
20,1126,2024-03-30,4.3,view,14
20,1227,2024-03-12,4.2,purchase,27
20,1235,2024-11-05,3.2,rate,19
20,1324,2024-04-17,2.3,view,48
20,1446,2024-11-24,4.7,purchase,22
20,1471,2024-02-28,2.3,view,36
20,1762,2024-03-19,4.1,rate,6
20,1934,2024-08-14,4.0,view,2
20,2391,2024-01-26,4.6,purchase,24
20,2872,2024-01-21,2.2,view,29
20,3039,2024-09-01,1.8,rate,25
20,3471,2024-09-14,3.8,save,34
20,3484,2024-07-10,4.6,view,22
20,3617,2024-09-15,4.1,view,36
20,3824,2024-03-23,3.9,save,25
20,3908,2024-12-10,4.9,purchase,2
20,4204,2024-09-30,3.1,rate,5
20,4331,2024-04-10,1.6,view,45
20,4605,2024-01-29,4.7,save,30
20,4811,2024-04-07,2.8,purchase,29
21,266,2024-11-12,1.2,rate,31
21,631,2024-11-05,3.7,view,9
21,640,2024-10-17,2.9,save,17
21,828,2024-12-08,5.0,view,2
21,899,2024-10-31,1.3,purchase,2
21,1184,2024-10-22,3.7,purchase,25
21,1288,2024-11-26,1.1,rate,5
21,1663,2024-11-24,2.7,view,31
21,1759,2024-11-02,2.2,purchase,2
21,1838,2024-12-14,2.2,purchase,10
21,1991,2024-12-13,2.7,view,18
21,2075,2024-09-23,3.4,save,14
21,2178,2024-10-19,4.1,purchase,27
21,2237,2024-11-15,1.5,rate,49
21,2305,2024-12-12,4.1,rate,38
21,2341,2024-11-09,2.1,rate,3
21,2548,2024-11-18,3.9,rate,6
21,2584,2024-12-06,4.9,rate,42
21,2702,2024-11-10,2.4,save,27
21,2712,2024-11-14,3.6,view,3
21,3210,2024-11-07,2.7,view,38
21,3244,2024-10-03,4.2,save,25
21,3439,2024-12-14,1.7,rate,6
21,3555,2024-09-22,3.1,rate,27
21,3709,2024-11-21,1.2,save,2
21,3809,2024-10-13,2.9,save,12
21,3890,2024-10-04,3.7,view,22
21,4016,2024-12-05,2.9,rate,48
21,4234,2024-12-03,2.7,view,12
21,4280,2024-11-29,4.8,save,30
21,4332,2024-12-13,1.3,rate,42
21,4714,2024-10-22,2.8,rate,38
21,4730,2024-11-06,4.4,purchase,21
21,4974,2024-12-13,4.0,rate,9
22,91,2024-11-19,3.8,view,35
22,108,2024-06-21,2.2,save,38
22,462,2023-08-21,1.4,view,17
22,483,2024-10-24,3.4,save,43
22,500,2024-08-02,3.6,view,14
22,504,2024-12-12,3.6,rate,23
22,517,2024-07-07,1.6,view,15
22,553,2024-07-25,3.6,purchase,13
22,793,2023-10-30,2.1,rate,32
22,1059,2024-04-01,1.8,save,8
22,1136,2024-08-11,4.7,purchase,22
22,1205,2023-09-22,3.6,purchase,33
22,2052,2024-05-26,2.7,purchase,49
22,2180,2024-08-27,3.3,view,42
22,2412,2024-04-11,4.9,view,19
22,2442,2024-02-07,1.2,view,42
22,2893,2024-04-08,4.7,rate,21
22,2983,2024-11-13,4.9,purchase,11
22,3124,2023-09-10,3.8,view,18
22,3147,2024-02-20,4.6,save,15
22,3480,2023-11-21,2.4,view,28
22,3560,2024-08-17,3.1,rate,3
22,3603,2023-10-13,2.9,purchase,37
22,3911,2024-10-20,3.2,rate,44
22,3948,2023-08-03,2.7,purchase,5
22,4096,2024-06-14,1.4,view,32
22,4132,2024-07-25,3.3,view,38
22,4171,2024-01-28,3.9,purchase,41
22,4174,2024-06-03,2.1,rate,34
22,4477,2023-12-09,1.7,purchase,16
22,4592,2024-03-11,1.7,view,25
22,4739,2024-09-23,2.3,view,26
22,4783,2023-12-16,3.5,save,20
23,196,2024-09-29,4.1,rate,37
23,378,2024-11-14,4.3,purchase,21
23,589,2024-09-26,3.3,view,14
23,717,2024-11-11,3.2,purchase,9
23,718,2024-12-11,4.0,save,37
23,1136,2024-09-18,2.5,view,24
23,1191,2024-09-29,2.3,save,30
23,1246,2024-10-01,2.5,view,11
23,1651,2024-10-28,1.5,purchase,7
23,1679,2024-11-30,2.0,view,11
23,1919,2024-09-21,4.5,rate,45
23,1956,2024-11-19,1.4,view,44
23,2187,2024-11-27,4.4,save,39
23,2324,2024-12-14,3.4,purchase,2
23,2645,2024-10-14,1.7,purchase,46
23,3216,2024-10-10,2.6,view,25
23,3265,2024-11-27,2.3,rate,18
23,3632,2024-11-04,3.6,purchase,29
23,3943,2024-11-13,1.9,rate,27
23,4148,2024-09-21,2.7,view,8
23,4226,2024-12-05,1.4,rate,33
23,4359,2024-10-11,4.3,view,33
23,4502,2024-10-28,3.6,rate,41
23,4558,2024-10-26,4.9,rate,22
23,4890,2024-10-15,1.8,save,26
23,4939,2024-10-09,3.2,save,28
24,330,2024-03-21,3.4,rate,16
24,728,2024-07-26,4.6,purchase,13
24,1174,2024-04-07,2.7,purchase,26
24,1249,2024-05-21,3.4,rate,11
24,1257,2024-07-04,3.3,rate,39
24,1367,2024-04-15,2.9,save,50
24,1500,2024-04-17,2.3,rate,41
24,1519,2024-09-06,4.9,rate,34
24,1622,2024-09-16,4.0,purchase,5
24,1923,2024-03-24,2.8,view,19
24,2402,2024-11-04,1.4,save,25
24,2501,2024-10-05,1.8,save,45
24,3016,2024-08-13,1.7,view,36
24,3175,2024-10-24,1.6,purchase,31
24,3424,2024-04-13,2.6,view,46
24,3659,2024-11-26,4.0,view,46
24,3679,2024-09-10,4.0,save,12
24,3766,2024-08-11,4.1,rate,12
24,4401,2024-09-09,1.3,rate,39
24,4572,2024-11-04,2.3,purchase,5
24,4825,2024-10-17,3.5,rate,29
24,4916,2024-04-12,2.8,view,10
24,4982,2024-10-13,2.2,purchase,11
25,46,2024-04-04,4.6,view,28
25,104,2024-04-29,4.4,save,15
25,305,2024-06-03,2.4,save,3
25,488,2024-05-03,1.7,rate,22
25,498,2024-07-04,3.5,save,31
25,535,2024-06-01,3.4,purchase,1
25,948,2024-07-06,2.8,purchase,14
25,1185,2024-09-15,3.4,rate,20
25,1464,2024-03-29,2.8,save,9
25,1471,2024-12-07,1.4,purchase,23
